ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,DTI,FEDTI
3044,7492,378,421,210,458154,45815.4,412338.6,3025.59,559,0.9,0.510489856,0.403842766
3045,7010,319,409,202,435056,95712.32,339343.68,2489.98,541,0.78,0.459055635,0.355203994
3046,4421,477,402,449,419920,113378.4,306541.6,2249.29,595,0.73,0.707597829,0.508774033
3047,6297,455,392,364,418225,108738.5,309486.5,2270.9,576,0.74,0.495140543,0.360632047
3048,6732,446,467,341,235908,35386.2,200521.8,1202.23,694,0.85,0.314205288,0.178584373
3049,8732,343,402,425,462617,41635.53,420981.47,2524,661,0.91,0.374370133,0.289051764
3050,8199,313,396,293,405653,28395.71,377257.29,1590.53,848,0.93,0.280464691,0.193990731
3051,9377,294,460,296,427200,123888,303312,2225.6,537,0.71,0.317756212,0.237346699
3052,2919,477,371,217,257426,56633.72,200792.28,1473.34,521,0.78,0.795251799,0.50474135
3053,9029,351,437,322,272726,27272.6,245453.4,1801.05,569,0.9,0.286748256,0.199473917
3054,6841,207,352,370,384730,19236.5,365493.5,1540.94,833,0.95,0.306963894,0.225250694
3055,8622,288,444,401,247785,44601.3,203183.7,1490.89,552,0.82,0.257816052,0.172916957
3056,3842,430,368,312,419495,62924.25,356570.75,2616.39,530,0.85,0.888701197,0.680996877
3057,2945,346,495,381,496105,99221,396884,2379.52,683,0.8,1.093555178,0.807986418
3058,5817,214,408,342,350887,91230.62,259656.38,1905.27,502,0.74,0.434462782,0.327534812
3059,8885,234,363,297,334342,20060.52,314281.48,1687.13,746,0.94,0.257077096,0.1898852
3060,4811,461,494,216,429486,111666.36,317819.64,2332.05,538,0.74,0.683236333,0.484732904
3061,4951,471,483,217,484715,77554.4,407160.6,2185.73,745,0.84,0.634160776,0.44147243
3062,4335,458,420,242,292963,23437.04,269525.96,1446.87,699,0.92,0.536302191,0.333764706
3063,9798,318,460,445,402589,80517.8,322071.2,2363.24,570,0.8,0.320600122,0.241196162
3064,7378,278,442,395,440320,70451.2,369868.8,1765.81,761,0.84,0.33692193,0.239334508
3065,4658,333,420,306,299692,56941.48,242750.52,1455.41,660,0.81,0.474111207,0.312453843
3066,7246,230,478,448,399420,43936.2,355483.8,1498.73,840,0.89,0.304544576,0.206835495
3067,8970,439,396,242,429695,64454.25,365240.75,2189.8,664,0.85,0.337212932,0.244124861
3068,4538,335,450,316,234632,37541.12,197090.88,830.94,840,0.84,0.356090789,0.183107096
3069,9901,496,431,253,444807,40032.63,404774.37,2692.97,647,0.91,0.365616604,0.271989698
3070,5638,404,493,349,271542,16292.52,255249.48,1218.6,767,0.94,0.375239447,0.216140475
3071,6213,253,385,327,371169,18558.45,352610.55,2587.33,527,0.95,0.519126026,0.416438114
3072,7206,271,362,248,324013,16200.65,307812.35,1652.4,739,0.95,0.317152373,0.229308909
3073,5520,337,430,218,422598,88745.58,333852.42,2001.61,674,0.79,0.501559783,0.362610507
3074,3165,349,435,442,377622,67971.96,309650.04,2272.1,533,0.82,0.965592417,0.717883096
3075,5876,375,461,335,390618,50780.34,339837.66,1824.32,738,0.87,0.452743363,0.310469707
3076,9947,471,440,444,262937,15776.22,247160.78,1179.98,794,0.94,0.210212124,0.118626722
3077,8968,497,445,286,272657,79070.53,193586.47,1420.47,549,0.71,0.263433318,0.158393176
3078,3795,448,445,272,418888,67022.08,351865.92,2581.87,549,0.84,0.915644269,0.680334651
3079,7697,466,486,236,361471,21688.26,339782.74,2493.21,570,0.94,0.447604261,0.323919709
3080,2743,462,383,414,414413,111891.51,302521.49,1275.44,846,0.73,0.773036821,0.464979949
3081,4469,281,353,399,487452,77992.32,409459.68,2724.15,612,0.84,0.751432088,0.609565898
3082,8671,442,420,354,328226,68927.46,259298.54,1902.64,501,0.79,0.318837504,0.219425672
3083,3316,387,428,214,373405,41074.55,332330.45,2438.52,555,0.89,0.981158022,0.735379976
3084,8402,335,445,309,230203,62154.81,168048.19,802.29,788,0.73,0.188323018,0.095487979
3085,7832,217,353,446,286156,25754.04,260401.96,1097.87,824,0.91,0.212955822,0.140177477
3086,2749,423,441,330,415933,83186.6,332746.4,2441.58,557,0.8,1.202466351,0.888170244
3087,7532,266,394,281,387740,108567.2,279172.8,2048.47,565,0.72,0.359595061,0.271968933
3088,3351,466,408,215,371837,63212.29,308624.71,2264.58,649,0.83,0.936609967,0.675792301
3089,6462,309,482,298,379659,106304.52,273354.48,2005.78,528,0.72,0.432804085,0.310396162
3090,5131,233,471,332,267040,24033.6,243006.4,1024.52,803,0.91,0.336877802,0.199672578
3091,9802,385,408,432,429252,103020.48,326231.52,1751.28,727,0.76,0.259567435,0.178665578
3092,5060,476,385,399,400752,40075.2,360676.8,2646.52,525,0.9,0.693185771,0.523027668
3093,6228,281,426,215,498708,109715.76,388992.24,2088.19,722,0.78,0.448810212,0.335290623
3094,4036,268,401,366,327163,58889.34,268273.66,1440.15,703,0.82,0.522584242,0.356826065
3095,8934,246,459,329,364384,21863.04,342520.96,1838.73,713,0.94,0.284724647,0.205812626
3096,7342,292,391,407,377475,71720.25,305754.75,2034.19,605,0.81,0.370088532,0.277062108
3097,5752,262,442,205,298131,44719.65,253411.35,1519.33,653,0.85,0.386531641,0.26413943
3098,3214,480,462,438,241749,67689.72,174059.28,1158.02,642,0.72,0.653397635,0.360304916
3099,8460,377,401,299,306631,52127.27,254503.73,1867.46,579,0.83,0.312702128,0.220739953
3100,5009,281,414,205,418611,62791.65,355819.35,2133.32,662,0.85,0.564647634,0.425897385
3101,4723,312,481,268,264720,21177.6,243542.4,1620.29,633,0.92,0.510965488,0.343063731
3102,6421,411,416,289,325990,48898.5,277091.5,1322.88,781,0.85,0.334820121,0.206023984
3103,3032,238,393,341,267110,74790.8,192319.2,1411.17,537,0.72,0.673538918,0.465425462
3104,4723,412,460,431,488778,63541.14,425236.86,2829.11,618,0.87,0.783635401,0.599006987
3105,5858,351,439,400,428418,42841.8,385576.2,2069.86,710,0.9,0.488197337,0.353339024
3106,3311,432,455,237,332044,86331.44,245712.56,1802.95,527,0.74,0.812428269,0.544533374
3107,6227,334,415,223,496098,54570.78,441527.22,2647.18,661,0.89,0.545395857,0.425113217
3108,2898,349,455,338,436861,21843.05,415017.95,2488.24,698,0.95,1.136038647,0.858605935
3109,8271,225,497,316,460306,23015.3,437290.7,3208.68,535,0.95,0.475236368,0.387943417
3110,6528,464,412,290,329619,23073.33,306545.67,1837.9,689,0.93,0.41573223,0.281541054
3111,3342,437,468,375,488181,53699.91,434481.09,1831.79,810,0.89,0.81890784,0.548111909
3112,8756,487,488,410,435934,74108.78,361825.22,2169.33,694,0.83,0.359105756,0.24775354
3113,5750,361,370,369,258116,49042.04,209073.96,1122.35,719,0.81,0.322321739,0.195191304
3114,6645,472,397,413,236889,21320.01,215568.99,1157.22,736,0.91,0.304924003,0.174148984
3115,8704,217,485,387,479034,47903.4,431130.6,2314.4,717,0.9,0.346553309,0.265900735
3116,2470,209,466,208,284759,59799.39,224959.61,1650.67,556,0.79,0.941566802,0.668287449
3117,5863,357,485,230,407634,24458.04,383175.96,1829.34,766,0.94,0.455626812,0.312014327
3118,9430,493,461,309,328393,95233.97,233159.03,1251.65,736,0.71,0.233897137,0.132730647
3119,8455,426,451,208,364516,43741.92,320774.08,2353.73,529,0.88,0.382108811,0.278383205
3120,8998,459,416,226,251397,60335.28,191061.72,1401.94,597,0.76,0.253049567,0.155805735
3121,5981,458,414,447,416049,24962.94,391086.06,2869.65,525,0.94,0.625589366,0.479794349
3122,9179,213,471,338,455390,72862.4,382527.6,2806.85,594,0.84,0.380308312,0.305790391
3123,3030,219,443,307,257589,33486.57,224102.43,1343.61,653,0.87,0.661917492,0.443435644
3124,2879,294,497,357,263546,57980.12,205565.88,1103.52,728,0.78,0.658047933,0.383299757
3125,4064,295,481,344,420684,117791.52,302892.48,2222.52,541,0.72,0.737824803,0.546879921
3126,4891,492,386,390,433580,34686.4,398893.6,1681.75,811,0.92,0.523359231,0.343845839
3127,8136,351,468,202,454522,86359.18,368162.82,1757.67,784,0.81,0.316699853,0.216036136
3128,9886,297,499,287,352769,84664.56,268104.44,1279.97,795,0.76,0.209990896,0.129472992
3129,3378,471,355,273,451148,63160.72,387987.28,2846.91,576,0.86,1.087303138,0.842779751
3130,2998,272,414,396,442465,101766.95,340698.05,2499.92,551,0.77,1.062681788,0.833862575
3131,3995,240,473,254,459163,73466.08,385696.92,2830.11,515,0.84,0.886886108,0.708413016
3132,6972,235,374,446,424822,76467.96,348354.04,2088.56,683,0.82,0.386913368,0.29956397
3133,5568,369,471,259,327241,71993.02,255247.98,1872.92,583,0.78,0.487234195,0.336372126
3134,9364,459,375,282,395533,75151.27,320381.73,2350.85,505,0.81,0.340116403,0.251051901
3135,4275,307,415,325,432040,21602,410438,2460.78,693,0.95,0.744509942,0.575621053
3136,6063,248,445,406,484340,67807.6,416532.4,1988.59,768,0.86,0.442287646,0.327987795
3137,8583,247,369,326,354252,42510.24,311741.76,1488.3,780,0.88,0.245170686,0.173400909
3138,8175,495,441,322,239257,47851.4,191405.6,1027.51,727,0.8,0.240184709,0.125689297
3139,8219,270,360,209,265191,74253.48,190937.52,1024.99,600,0.72,0.201361479,0.124709819
3140,4680,484,383,222,319805,38376.6,281428.4,2065.02,567,0.88,0.6265,0.44124359
3141,7925,473,356,417,476884,38150.72,438733.28,2918.9,614,0.92,0.472921136,0.368315457
3142,8087,454,387,447,481225,62559.25,418665.75,3072.02,595,0.87,0.483865463,0.379871399
3143,7075,370,361,373,483603,130572.81,353030.19,2116.59,669,0.73,0.402486219,0.299164664
3144,8520,271,496,420,264061,31687.32,232373.68,1109.39,776,0.88,0.220233568,0.130210094
3145,9145,429,442,398,296064,85858.56,210205.44,1398.5,639,0.71,0.248168398,0.152925096
3146,6184,476,456,253,441125,79402.5,361722.5,2406.55,612,0.82,0.539869017,0.389157503
3147,3568,372,406,441,310675,80775.5,229899.5,1686.92,542,0.74,0.690840807,0.47279148
3148,2473,446,413,402,393887,78777.4,315109.6,1691.58,704,0.8,1.031370805,0.68401941
3149,4357,301,365,264,317447,19046.82,298400.18,1601.88,729,0.94,0.520514115,0.367656644
3150,3517,379,377,223,236297,42533.46,193763.54,1040.16,724,0.82,0.51070799,0.295752061
3151,8618,429,361,212,438297,100808.31,337488.69,2023.42,660,0.77,0.326458575,0.234789974
3152,2276,241,356,436,260830,39124.5,221705.5,1190.16,735,0.85,0.785219684,0.522917399
3153,8028,337,440,419,337437,70861.77,266575.23,1956.03,553,0.79,0.34043722,0.243650972
3154,7767,493,418,211,392901,86438.22,306462.78,1645.16,738,0.78,0.329105189,0.211814085
3155,4068,220,359,223,377940,26455.8,351484.2,1481.87,838,0.93,0.506605211,0.364274828
3156,3283,442,446,408,248460,69568.8,178891.2,1312.64,588,0.72,0.670313737,0.399829424
3157,6175,327,451,403,292968,61523.28,231444.72,1242.45,706,0.79,0.327198381,0.201206478
3158,2080,323,473,204,391919,43111.09,348807.91,1872.48,700,0.89,1.282923077,0.900230769
3159,6414,375,406,250,447952,98549.44,349402.56,1668.1,760,0.78,0.381836607,0.260071718
3160,2667,308,475,448,451601,49676.11,401924.89,2674.02,629,0.89,1.296220472,1.002632171
3161,9318,466,358,206,333800,46732,287068,1541.04,731,0.86,0.253814123,0.165383129
3162,3698,410,478,445,262099,57661.78,204437.22,1500.09,555,0.78,0.645778799,0.405648999
3163,8469,399,425,358,455428,68314.2,387113.8,2078.11,733,0.85,0.34267446,0.245378439
3164,6605,450,445,375,311187,49789.92,261397.08,1102.06,820,0.84,0.302355791,0.166852385
3165,2532,246,481,235,494496,93954.24,400541.76,1688.7,849,0.81,0.95406793,0.666943128
3166,2627,473,439,271,371023,48232.99,322790.01,1360.9,843,0.87,0.865207461,0.518043396
3167,8760,468,352,329,449152,22457.6,426694.4,2838.81,602,0.95,0.417672374,0.324065068
3168,7496,461,437,235,409015,32721.2,376293.8,1586.47,814,0.92,0.331439434,0.211642209
3169,3572,307,352,362,434097,78137.46,355959.54,2134.16,663,0.82,0.781959686,0.597469205
3170,8241,429,423,388,235789,49515.69,186273.31,1366.81,593,0.79,0.269240383,0.165854872
3171,5161,391,379,338,239994,52798.68,187195.32,1245.42,637,0.78,0.390509591,0.241313699
3172,3471,335,465,345,466606,93321.2,373284.8,1573.78,844,0.8,0.683889369,0.45340824
3173,8348,277,458,336,351269,101868.01,249400.99,1659.27,648,0.71,0.286807619,0.198762578
3174,7205,294,378,343,261793,70684.11,191108.89,1402.29,532,0.73,0.287895906,0.194627342
3175,9726,240,399,374,417563,96039.49,321523.51,2359.23,510,0.77,0.308269587,0.242569402
3176,8136,377,403,276,238032,54747.36,183284.64,1344.88,541,0.77,0.261170108,0.165299902
3177,8669,230,374,372,415878,58222.92,357655.08,2144.32,671,0.86,0.317028492,0.247354943
3178,4153,280,396,240,285922,31451.42,254470.58,1867.21,504,0.89,0.612379003,0.449605105
3179,3532,418,364,354,429097,102983.28,326113.72,2392.91,531,0.76,0.898898641,0.677494337
3180,9744,382,472,403,231268,43940.92,187327.08,789.78,840,0.81,0.168696634,0.081052956
3181,4986,362,482,247,423783,76280.94,347502.06,2083.45,687,0.82,0.587133975,0.417860008
3182,5678,468,496,335,468632,74981.12,393650.88,2888.47,561,0.84,0.678490666,0.508712575
3183,6297,266,415,336,399483,107860.41,291622.59,1392.25,783,0.73,0.329244084,0.221097348
3184,4332,406,412,208,394372,98593,295779,1587.81,707,0.75,0.555357802,0.366530471
3185,8172,240,399,397,242350,14541,227809,1515.62,631,0.94,0.263658835,0.185465002
3186,6901,278,453,331,301075,42150.5,258924.5,1236.15,798,0.86,0.285052891,0.179126214
3187,9951,297,479,266,297611,38689.43,258921.57,1899.87,529,0.87,0.268904633,0.19092252
3188,5720,490,431,205,421445,109575.7,311869.3,1869.81,668,0.74,0.487903846,0.32688986
3189,2816,317,423,217,312028,37443.36,274584.64,1474.03,706,0.88,0.786232244,0.523448153
3190,6451,266,353,224,412311,49477.32,362833.68,2175.37,670,0.88,0.433168501,0.337214385
3191,3688,222,417,346,355174,49724.36,305449.64,1458.26,789,0.86,0.568671367,0.395406725
3192,4831,268,394,370,458434,55012.08,403421.92,1926,752,0.88,0.535706893,0.398675223
3193,6166,411,376,238,364117,29129.36,334987.64,1798.29,727,0.92,0.419281544,0.291646124
3194,4340,319,386,427,439770,101147.1,338622.9,1427.65,846,0.77,0.491394009,0.328951613
3195,5403,217,494,277,312486,18749.16,293736.84,2155.34,570,0.94,0.530508976,0.398915417
3196,6226,401,366,379,266892,72060.84,194831.16,821.42,842,0.73,0.255126887,0.131933826
3197,2101,208,419,233,391786,70521.48,321264.52,1724.62,701,0.82,1.119286054,0.820856735
3198,7970,231,460,350,471451,122577.26,348873.74,1470.87,817,0.74,0.271250941,0.184550816
3199,9074,248,483,200,383534,69036.12,314497.88,1501.46,798,0.82,0.246028212,0.165468371
3200,9091,308,365,202,355853,35585.3,320267.7,1920.17,670,0.9,0.285245848,0.211216588
3201,9135,300,381,232,298113,23849.04,274263.96,1156.31,838,0.92,0.201128626,0.126580186
3202,4419,478,421,374,461824,87746.56,374077.44,1577.13,802,0.81,0.56033718,0.356897488
3203,9410,463,370,391,287461,48868.37,238592.63,1750.71,592,0.83,0.27457067,0.186047821
3204,5479,251,361,351,331094,89395.38,241698.62,1297.49,719,0.73,0.348510677,0.236811462
3205,2660,445,433,382,399286,91835.78,307450.22,1467.81,793,0.77,0.881883459,0.551808271
3206,9883,443,467,299,467097,60722.61,406374.39,1940.09,756,0.87,0.288383082,0.196305778
3207,8935,353,442,398,297963,83429.64,214533.36,1574.17,590,0.72,0.265156128,0.17618019
3208,2219,230,431,428,259830,62359.2,197470.8,1313.78,634,0.76,0.889941415,0.592059486
3209,7928,263,363,437,328774,88768.98,240005.02,1145.82,753,0.73,0.2234889,0.144528254
3210,5544,373,416,272,479528,52748.08,426779.92,1799.32,812,0.89,0.466868687,0.32455267
3211,7224,322,393,413,319191,70222.02,248968.98,1049.66,833,0.78,0.244277409,0.145301772
3212,8670,337,417,393,467014,135434.06,331579.94,2433.02,514,0.71,0.367591696,0.280625144
3213,5561,280,364,260,419747,37777.23,381969.77,2802.76,511,0.91,0.619809387,0.504002877
3214,4693,243,492,210,380732,110412.28,270319.72,1139.68,819,0.71,0.39946303,0.242846793
3215,4982,334,405,380,268907,34957.91,233949.09,1116.91,793,0.87,0.372523083,0.224189081
3216,7893,342,495,373,430977,30168.39,400808.61,2666.59,645,0.93,0.443885722,0.337842392
3217,5969,407,415,366,301904,54342.72,247561.28,1328.96,722,0.82,0.360355168,0.222643659
3218,8054,434,428,368,269839,51269.41,218569.59,1603.79,576,0.81,0.306157189,0.199129625
3219,2380,319,444,284,295685,65050.7,230634.3,972.36,830,0.78,0.729142857,0.408554622
3220,9781,406,395,411,317430,63486,253944,1863.35,566,0.8,0.272400573,0.190507106
3221,9643,491,427,438,458366,50420.26,407945.74,2993.36,542,0.89,0.405616509,0.31041792
3222,2415,295,491,399,383773,69079.14,314693.86,1689.34,747,0.82,1.024985507,0.699519669
3223,4061,414,374,216,269465,24251.85,245213.15,1631.41,648,0.91,0.595767052,0.401726176
3224,8452,490,395,335,377537,41529.07,336007.93,2014.54,678,0.89,0.343059631,0.238350686
3225,7809,323,382,445,299865,83962.2,215902.8,1030.75,754,0.72,0.222275579,0.131995134
3226,2840,412,478,250,252244,20179.52,232064.48,1702.81,528,0.92,0.912961268,0.599580986
3227,6546,301,460,446,297796,20845.72,276950.28,1167.63,807,0.93,0.294627253,0.178373052
3228,2383,282,491,412,330640,85966.4,244673.6,1627.82,626,0.74,1.007477969,0.683096937
3229,3939,495,454,316,473172,127756.44,345415.56,2534.54,574,0.73,0.884371668,0.643447576
3230,2214,268,414,219,313368,53272.56,260095.44,1730.42,603,0.83,1.089620596,0.781580849
3231,2696,492,448,414,476722,61973.86,414748.14,1980.07,760,0.87,1.083112018,0.734447329
3232,9411,213,492,279,372556,22353.36,350202.64,2569.66,544,0.94,0.347960897,0.27304856
3233,4782,303,380,447,267732,64255.68,203476.32,1219.94,681,0.76,0.397938101,0.255110832
3234,4445,283,468,432,434509,95591.98,338917.02,1428.89,827,0.78,0.490413948,0.321460067
3235,9207,411,479,241,374631,82418.82,292212.18,1231.98,843,0.78,0.230474639,0.133809058
3236,5177,291,450,232,355544,88886,266658,1431.48,741,0.75,0.419640719,0.27650763
3237,6122,452,381,301,307803,36936.36,270866.64,1141.98,808,0.88,0.322603724,0.186537079
3238,4170,438,456,405,495061,84160.37,410900.63,3015.04,543,0.83,0.937419664,0.723031175
3239,4877,355,381,322,312986,46947.9,266038.1,1595.03,689,0.85,0.477963912,0.327051466
3240,9603,470,456,359,264822,45019.74,219802.26,1317.83,688,0.83,0.233659273,0.137231074
3241,3934,465,372,377,453876,59003.88,394872.12,1664.8,831,0.87,0.63594306,0.423182511
3242,9070,448,481,377,250071,42512.07,207558.93,875.08,799,0.83,0.198906284,0.096480706
3243,9083,208,399,442,434239,39081.51,395157.49,2628.99,604,0.91,0.356268854,0.289440713
3244,6805,318,405,211,334892,53582.72,281309.28,1510.13,735,0.84,0.328160176,0.221914769
3245,8892,326,354,204,258776,62106.24,196669.76,1179.13,682,0.76,0.209078947,0.132605713
3246,3300,328,431,259,347831,80001.13,267829.87,1965.24,545,0.77,0.825527273,0.595527273
3247,2462,411,350,280,437991,26279.46,411711.54,2210.16,739,0.94,1.206807474,0.89770918
3248,9724,384,413,310,367258,33053.22,334204.78,1409.02,812,0.91,0.226863431,0.144901275
3249,2554,429,491,231,235059,68167.11,166891.89,796.77,790,0.71,0.672188724,0.31196946
3250,4711,405,488,298,386527,65709.59,320817.41,2354.04,507,0.83,0.689246444,0.499690087
3251,5259,440,362,344,441656,75081.52,366574.48,2689.79,578,0.83,0.663964632,0.511464157
3252,4944,232,443,285,481871,43368.39,438502.61,2093.48,766,0.91,0.559967638,0.423438511
3253,6737,372,403,223,486070,72910.5,413159.5,3031.62,559,0.85,0.565031913,0.449995547
3254,2617,303,493,396,380916,83801.52,297114.48,1252.65,820,0.78,0.782823844,0.47865877
3255,7001,499,477,204,295316,70875.84,224440.16,1646.86,529,0.76,0.374640766,0.23523211
3256,3494,339,433,370,279788,47563.96,232224.04,979.07,844,0.83,0.501164854,0.280214654
3257,9558,324,377,409,305589,58061.91,247527.09,1646.8,637,0.81,0.245637163,0.172295459
3258,9241,210,448,337,404365,68742.05,335622.95,2462.68,577,0.83,0.337699383,0.266494968
3259,6892,317,469,390,457537,91507.4,366029.6,2194.53,677,0.8,0.432462275,0.318417005
3260,4980,338,432,287,363097,54464.55,308632.45,2053.34,614,0.85,0.566935743,0.412317269
3261,4817,321,451,425,307963,73911.12,234051.88,1717.39,505,0.76,0.51679261,0.356526884
3262,6490,379,454,396,284813,14240.65,270572.35,1140.74,822,0.95,0.304120185,0.175768875
3263,2031,378,440,213,483732,96746.4,386985.6,2320.17,658,0.8,1.545135401,1.142378139
3264,2732,298,471,404,253694,20295.52,233398.48,1252.93,702,0.92,0.740091508,0.458612738
